Eatery ID,Name,Address,Latitude,Longitude,Category,Price Range,Postal Code,Hygiene Rating,Outdoor Seating,Family Friendly,Self Service
1078,pull.in Coffee,121 East Coast Road,1.3059337,103.9046823,"cafe, store, food, point_of_interest, establishment",3,428807,B,Yes,No,No
1079,Shell,40 Upper East Coast Road,1.312566,103.926551,"gas_station, convenience_store, car_wash, cafe, store, restaurant, food, point_of_interest, establishment",2,455212,A,Yes,Yes,Yes
1080,Killiney Kopitiam,11 Upper East Coast Road,1.3128593,103.9256859,"cafe, store, restaurant, food, point_of_interest, establishment",1,455205,B,No,No,No
1081,Cedele Bakery Cafe,115 Frankel Avenue,1.3142255,103.9195195,"bakery, cafe, store, food, point_of_interest, establishment",2,458230,B,Yes,No,Yes
1082,The Royals Cafe (Siglap),"19 Upper East Coast Road, Singapore",1.3130158,103.9261358,"cafe, bakery, store, restaurant, food, point_of_interest, establishment",2,455209,B,No,No,No
1083,Steven's Japanese Stall,2 Siglap Link,1.3085536,103.9275012,"cafe, food, point_of_interest, establishment",2,448880,C,Yes,No,Yes
1084,Bruce Lee Chicken Rice,396 East Coast Road,1.3086051,103.9117468,"cafe, food, point_of_interest, store, establishment",4,428994,B,No,Yes,No
1085,The Bullion Hawker Bar,"East Coast Road 394, #396",1.3087217,103.9118061,"cafe, food, point_of_interest, store, establishment",4,428994,A,Yes,Yes,Yes
1086,East Coast Road,East Coast Road,1.3087207,103.9117565,"cafe, food, point_of_interest, store, establishment",1,428994,B,Yes,Yes,Yes
1087,BreakfastGrill - East Coast,380 East Coast Road,1.3086411,103.9113464,"cafe, restaurant, food, point_of_interest, establishment",1,428984,A,No,No,Yes
1088,Austere Coffee,"308 Telok Kurau Road, #01-07 Vibes @ East Coast",1.309514,103.9117255,"cafe, food, point_of_interest, establishment",3,423858,B,Yes,No,No
1089,3838 Eating Place,"727 East Coast Road, Singapore",1.3122727,103.9230144,"cafe, food, point_of_interest, store, establishment",1,459073,C,Yes,Yes,Yes
1090,Xiang Village Charcoal Roasted,"727 East Coast Road, Singapore",1.3123716,103.9229559,"cafe, food, point_of_interest, store, establishment",1,459073,A,No,Yes,No
1091,回味小厨,727 East Coast Road,1.3124349,103.9229229,"cafe, food, point_of_interest, store, establishment",2,459073,C,Yes,No,Yes
1092,ANATTA Restaurant,"914 East Coast Road, #01-02 The Domain",1.3120273,103.9244088,"restaurant, cafe, grocery_or_supermarket, food, point_of_interest, store, establishment",4,459108,A,No,No,No
1093,Tasty Chef,727e East Coast Road,1.3125125,103.9229467,"cafe, food, point_of_interest, store, establishment",2,459073,B,Yes,No,Yes
1094,Sitges Cafe,914 East Coast Road,1.3120655,103.9244603,"cafe, food, point_of_interest, establishment",4,459108,A,Yes,Yes,Yes
1095,La Saigon Cafe,"914 East Coast Road, #01-04 The Domain",1.3122368,103.9243615,"cafe, bar, restaurant, food, point_of_interest, establishment",4,459108,A,No,No,No
1096,The Barking Bean,"2 First Street, #01-02 Siglap V, Singapore",1.3129253,103.9234084,"cafe, food, point_of_interest, store, establishment",2,458278,B,No,No,Yes
1097,Teck Ee Seafood Fish Head Steamboat,936 East Coast Road,1.3122576,103.9253436,"cafe, store, food, point_of_interest, establishment",4,459129,C,Yes,No,Yes
1098,Craftsmen Coffee (Siglap),"2 First Street, #01-01 Siglap V",1.3129548,103.9233939,"cafe, food, point_of_interest, establishment",2,458278,B,No,Yes,No
1099,Geylang Lorong 29 Charcoal Fried Hokkien Mee,936 East Coast Road,1.3123939,103.9253354,"cafe, store, food, point_of_interest, establishment",2,459129,A,No,No,Yes
1100,Siglap 936 Food House,936 East Coast Road,1.3124237,103.9253379,"cafe, store, food, point_of_interest, establishment",1,459129,A,Yes,Yes,No
1101,Five Oars Coffee Roasters,"6 Upper East Coast Road, Singapore",1.3123615,103.9255243,"cafe, food, point_of_interest, establishment",2,455200,A,No,Yes,No
1102,Soy Eu Tua Coffee Shop,"15 Upper East Coast Road, Singapore",1.312852,103.925738,"cafe, store, food, point_of_interest, establishment",1,455207,C,No,Yes,No
1103,Dutch Colony Coffee Co.,113 Frankel Avenue,1.3142592,103.9195062,"cafe, store, food, point_of_interest, establishment",2,458230,A,No,No,Yes
1104,6 Letter Brunch,103 Frankel Avenue,1.3145507,103.9194449,"cafe, store, restaurant, food, point_of_interest, establishment",2,458225,A,No,No,No
1105,Zion Cafeteria Pte. Ltd.,56 Bayshore Road,1.31178,103.936248,"cafe, food, point_of_interest, establishment",1,469980,B,No,Yes,No
1106,Tiong Bahru Bakery,"77 Upper East Coast Road, #01-01 77@East Coast, Singapore",1.3132681,103.927391,"cafe, bakery, restaurant, store, food, point_of_interest, establishment",2,455292,A,No,No,No
1107,Katba Cafe,"54 Bayshore Road, #01-01",1.311778,103.936927,"cafe, food, point_of_interest, establishment",3,469979,A,Yes,No,No
1108,Les Mains Bakehouse,"47 Jalan Tua Kong, #01-00",1.3155928,103.9255828,"cafe, bakery, restaurant, food, point_of_interest, store, establishment",4,457247,C,No,Yes,Yes
1109,Ching San Eating House,507 Upper East Coast Road,1.315808,103.943421,"cafe, food, point_of_interest, store, establishment",4,466532,B,Yes,Yes,No
1110,Kopitiam Corner,"152A Bedok South Road, #01-01, Singapore",1.3176652,103.9478486,"cafe, food, point_of_interest, store, establishment",1,461152,C,Yes,No,Yes
1111,Elite Food Truck - Pizza & Drinks,"1500 East Coast Parkway, Near Car Park G and BBQ Pit No. 77G",1.315317,103.96189,"cafe, food, point_of_interest, establishment",1,468963,C,No,Yes,Yes
1112,Killiney Kopitiam - Tanah Merah Ferry Terminal,"50 Tanah Merah Ferry Road, #01-02",1.3137774,103.9890487,"cafe, food, point_of_interest, store, establishment",1,498833,A,No,Yes,No
1113,Luckin Coffee,"50 Tanah Merah Ferry Road, #01-01A Tanah Merah Ferry Terminal, Singapore",1.3140047,103.9886552,"cafe, food, point_of_interest, store, establishment",3,Unknown,A,No,Yes,Yes
1114,Woon’s Kopi by Killiney,"50 Tanah Merah Ferry Road, #01-02, Singapore",1.3137774,103.9890487,"cafe, food, point_of_interest, store, establishment",1,498833,B,No,Yes,No
1115,Lepak Corner,"50 Tanah Merah Ferry Road, #01-15 Tanah Merah Ferry Terminal, Singapore",1.3143793,103.9888998,"cafe, food, point_of_interest, store, establishment",2,498833,B,No,Yes,No
1116,11CC Pte Ltd,11 Changi Coast Walk,1.3167358,103.9767179,"cafe, food, point_of_interest, store, establishment",1,499740,A,No,Yes,Yes
1117,iEat Canteen,"47 Tuas South Avenue 1, Singapore",1.3187438,103.629009,"cafe, store, restaurant, food, point_of_interest, establishment",1,637328,B,No,No,Yes
1118,PinXiang vegetarian 品香素食,"21 Tuas Avenue 13, Singapore",1.322206,103.6402063,"cafe, store, food, point_of_interest, establishment",1,638988,A,Yes,Yes,Yes
1119,The Cafe Lobby Food Court,"21 Tuas Avenue 13, Singapore",1.3223203,103.6402087,"cafe, food, point_of_interest, establishment",2,638988,B,Yes,Yes,Yes
1120,SR Castle Coffee Shop,76 Pioneer Road,1.3178085,103.6534566,"cafe, store, food, point_of_interest, establishment",2,639577,C,Yes,No,Yes
1121,Fei Fei Minced Meat Noodle 肥肥肉脞面,"Lot 50 Tuas Avenue 11, #01 29, Singapore",1.3253112,103.6429174,"cafe, store, food, point_of_interest, establishment",3,639107,C,No,No,Yes
1122,Tuas Village,"10 Tuas Avenue 3, #639409 Village Eating House Food Centre, 10, Singapore",1.3215673,103.6567145,"cafe, food, point_of_interest, store, establishment",1,639409,B,Yes,No,Yes
1123,Yi Pin Vegetarian,"10 Tuas Avenue 3, Singapore",1.3217427,103.6567052,"cafe, food, point_of_interest, store, establishment",4,639409,C,No,No,No
1124,Joo Koon cir,"43 Joo Koon Circle, Singapore",1.3259463,103.6669533,"cafe, point_of_interest, food, store, establishment",2,629066,B,No,Yes,Yes
1125,Joo Koon Kopi,"41 Joo Koon Road, Singapore",1.3254305,103.6691741,"cafe, point_of_interest, food, store, establishment",1,628991,A,No,Yes,No
1126,2518Sky Thai,41 Joo Koon Road,1.3254926,103.6693172,"cafe, point_of_interest, food, store, establishment",4,628991,C,Yes,Yes,No
1127,Han's,"1 Joo Koon Circle, #02-26/27/28 FairPrice Joo Koon, Singapore",1.3272086,103.6787828,"cafe, bakery, restaurant, point_of_interest, food, store, establishment",2,629116,C,No,No,No
1128,Luckin Coffee - Fairprice Hub,"1 Joo Koon Circle, #01-41 FairPrice Joo Koon, Singapore",1.326016,103.6786052,"cafe, point_of_interest, food, store, establishment",4,629117,B,Yes,No,No
1129,Kaffe & Toast,"1 Joo Koon Circle, #02-32/33 FairPrice Joo Koon",1.3271791,103.6789156,"cafe, point_of_interest, food, store, establishment",3,Unknown,A,Yes,No,No
1130,Eat What Pte Ltd,"251 Jalan Ahmad Ibrahim, Singapura",1.3223352,103.6923875,"cafe, point_of_interest, food, establishment",3,629146,A,No,Yes,No
1131,De Tian Coffee House Lokyang Canteen,2 Third Lok Yang Road,1.3248134,103.6899515,"cafe, point_of_interest, food, store, establishment",1,627997,A,No,Yes,Yes
1132,Her Chong Eating House,20 Neythal Road,1.3251422,103.6995079,"cafe, store, food, point_of_interest, establishment",1,628585,A,No,No,No
1133,Sai Eating House,"9 Tractor Road, Singapore",1.3249959,103.7058184,"cafe, point_of_interest, food, store, establishment",3,627970,A,Yes,Yes,Yes
1134,Ya Kun Kaya Toast,"311 Jalan Ahmad Ibrahim, Shell",1.3235112,103.7217807,"cafe, food, point_of_interest, establishment",1,619595,B,Yes,No,Yes
1135,Sai Wines,1 Jalan Papan,1.3205253,103.7271508,"cafe, point_of_interest, food, establishment",1,619392,B,Yes,Yes,No
1136,BFN Foods Canteen,5 Jalan Papan,1.3226073,103.7284303,"cafe, point_of_interest, food, establishment",3,619396,C,Yes,Yes,No
1137,Tastebud Eating House,"140 Corporation Drive, #01-01",1.3267203,103.7230933,"cafe, point_of_interest, food, store, establishment",3,610140,A,Yes,Yes,Yes
1138,Penjuru Foodcourt,"54 Teban Gardens Road, Block 54, Singapore",1.3214137,103.7368898,"cafe, point_of_interest, food, store, establishment",1,600054,C,Yes,Yes,Yes
1139,Soon Heng Prawn Noodle 54Teban garden,"54 Teban Gardens Road, Singapore",1.321481,103.7368621,"cafe, point_of_interest, food, store, establishment",4,600054,A,Yes,Yes,No
1140,MakanShiok,"49 Teban Gardens Road, Block 49, Singapore",1.3209128,103.7381523,"cafe, point_of_interest, food, store, establishment",1,600049,B,No,Yes,No
1141,Hobbes Coffee Nook,Blk 55 Teban Gardens Road,1.3218541,103.7373988,"cafe, point_of_interest, food, establishment",3,600055,C,No,Yes,Yes
1142,大中国,61 Teban Gardens Road,1.3220967,103.7384605,"cafe, point_of_interest, food, store, establishment",2,608878,C,No,Yes,Yes
1143,Chun Bee Mei Shi,"Blk 61 Teban Gardens Road, #02-11",1.3220967,103.7384605,"cafe, point_of_interest, food, store, establishment",2,608878,B,No,Yes,Yes
1144,Chop Ah Chai Refreshment Corner,"61 Teban Gardens Road, #01-03",1.3220967,103.7384605,"cafe, point_of_interest, food, establishment",1,608878,A,Yes,No,Yes
1145,West Coast 503 Teochew Fishball Noodle 潮洲魚圓麵,"61 Teban Gardens Road, Singapore",1.3221374,103.7384904,"cafe, point_of_interest, food, store, establishment",4,608878,B,Yes,No,Yes
1146,Yung Sheng Group 61 Coffeeshop,61 Teban Gardens Road,1.3225482,103.7384654,"cafe, point_of_interest, food, store, establishment",3,Unknown,C,Yes,Yes,Yes
1147,Coffee Brew,"37 Teban Gardens Road, #01-302",1.3204657,103.7428947,"cafe, point_of_interest, food, store, establishment",2,600037,B,Yes,No,Yes
1148,Geylang Laksa Prawn Noodles,"Teban Gardens Road, Block 37",1.3204462,103.742946,"cafe, point_of_interest, food, store, establishment",2,600037,A,Yes,No,Yes
1149,Zhong Ji Dang Gui Herbal Roasted Duck,"37 Teban Gardens Road, Block 37, Singapore",1.3204831,103.7429365,"cafe, point_of_interest, food, store, establishment",1,600037,B,Yes,No,Yes
1150,Tong Kian Coffee Shop (Newly Renovated) New Operator,"37 Teban Gardens Road, #01-303, Singapore",1.3204593,103.7429694,"cafe, point_of_interest, food, store, establishment",2,600037,A,No,No,Yes
1151,Mei Hoe Traditional Coffee,"37A Teban Gardens Road, #01-15, Singapore",1.3208952,103.7427647,"cafe, point_of_interest, food, store, establishment",3,601037,A,No,Yes,Yes
1152,Madras Coffee House's - Teban Gardens Outlet,"38 Teban Gardens Road, Block 38",1.3211511,103.7425644,"cafe, point_of_interest, food, store, establishment",3,600038,A,No,No,Yes
1153,SEOW LEOW CAFE,"150 Pandan Gardens, #01-07",1.3206963,103.7475628,"cafe, store, food, point_of_interest, establishment",1,609335,A,Yes,No,No
1154,人乐坊 (Ren Le Fang) - Happy Coffee Place,"200 Pandan Gardens, #01-08a PeopleUp Enrichment Hub",1.3207653,103.7468578,"cafe, food, point_of_interest, store, establishment",2,609336,A,No,Yes,No
1155,Chirashi Ape,150 Pandan Gardens,1.3207285,103.7474023,"cafe, food, point_of_interest, store, establishment",2,609335,B,Yes,Yes,No
1156,Nanyang Old Coffee,416 Pandan Gardens,1.320992,103.7483088,"cafe, food, point_of_interest, store, establishment",4,600416,C,No,No,No
1157,PG 416 Coffee House,"416 Pandan Gardens, Block 416",1.3209778,103.748521,"cafe, food, point_of_interest, store, establishment",1,600416,B,Yes,Yes,No
1158,Hb 54 Kopitiam,"54 Teban Gardens Road, Block 54",1.3260077,103.7398584,"cafe, food, point_of_interest, store, establishment",2,600054,A,No,Yes,Yes
1159,tcc - The Connoisseur Concerto (German Centre),"International Business Park Road #01-80, #25 German Centre",1.3250682,103.7465859,"cafe, food, point_of_interest, establishment",2,609916,A,No,Yes,Yes
1160,Bespresso Pte Ltd,"25 International Business Park, #04-19/21 German Centre",1.3250851,103.7467721,"cafe, food, point_of_interest, store, establishment",1,609916,A,Yes,No,No
1161,Kim Si Yan Birdnest Cafe,"1 West Coast Drive, #01-K18 NEWest",1.3164853,103.7573965,"cafe, point_of_interest, food, establishment",3,128020,C,Yes,Yes,Yes
1162,Social Feed,"1 West Coast Drive, #01-K4 NEWest",1.3164853,103.7573965,"meal_takeaway, cafe, restaurant, point_of_interest, food, establishment",2,128020,B,No,No,Yes
1163,Unwind Cafe,"1 West Coast Drive, #01-73",1.3165851,103.7574448,"cafe, point_of_interest, food, establishment",1,128020,A,No,No,No
1164,Faber Vine,110 Faber Drive,1.3203373,103.7563408,"cafe, florist, liquor_store, food, point_of_interest, store, establishment",4,129421,C,No,No,Yes
1165,Baker & Cook - Faber Drive,106 Faber Drive,1.3204281,103.7563832,"cafe, bakery, store, food, point_of_interest, establishment",2,129415,B,No,No,No
1166,Glass Roasters,"108 Faber Drive, Singapore",1.320423,103.756476,"cafe, store, food, point_of_interest, establishment",3,129418,C,No,Yes,Yes
1167,Cloud Faber,108 Faber Drive,1.3204664,103.7565298,"cafe, food, point_of_interest, establishment",1,129418,C,Yes,Yes,No
1168,gelatolabo,108 Faber Drive,1.3204588,103.7565441,"cafe, store, food, point_of_interest, establishment",2,129418,A,Yes,No,Yes
1169,Jovis Cafe - The Dining Place,104 Faber Drive,1.3206031,103.7566754,"restaurant, cafe, food, point_of_interest, establishment",2,129412,C,No,No,Yes
1170,Piao Xiang Vegetarian,Singapore,1.313755,103.762359,"cafe, store, food, point_of_interest, establishment",4,Unknown,C,No,No,No
1171,MG Western Delight,"435 Clementi Avenue 3, Singapore",1.3132454,103.7631611,"cafe, store, food, point_of_interest, establishment",1,120448,B,Yes,No,Yes
1172,Jin Shen Mixed Rice & Bee Hoon,"431 Clementi Avenue 3, Block 431, Singapore",1.313286,103.7631544,"cafe, store, food, point_of_interest, establishment",2,120448,A,No,Yes,No
1173,Mr Egg Fried Rice - Clementi,431 Clementi Avenue 3,1.3135803,103.7631226,"cafe, store, food, point_of_interest, establishment",1,120431,B,No,Yes,Yes
1174,Hee Hee Steam Fish,"431 Clementi Avenue 3, Block 431, Singapore",1.313286,103.7632252,"cafe, store, food, point_of_interest, establishment",1,120448,B,No,No,No
1175,Buttercake N Cream,"106 Clementi Street 12, Sunset Way, #01-52",1.3218792,103.7697902,"cafe, food, point_of_interest, establishment",2,Unknown,B,Yes,No,Yes
1176,Gourmet Street,"431 Clementi Avenue 3, Block 431, Singapore",1.3133966,103.7632131,"cafe, food, point_of_interest, store, establishment",3,120429,B,Yes,No,No
1177,Joyful Palace 好食城,"443 Clementi Avenue 3, #442",1.3141376,103.7636729,"cafe, food, point_of_interest, store, establishment",1,Unknown,A,Yes,Yes,Yes
1178,Food Pavilion 好食城 Blk 443,"443 Clementi Avenue 3, #01-55, Singapore",1.31414,103.7636721,"cafe, store, food, point_of_interest, establishment",2,Unknown,B,No,Yes,Yes
1179,Grandma’s Taste Ipoh Claypot - 442 Clementi,"442 Clementi Avenue 3, #01-121 Bistro 8",1.3136593,103.7641828,"cafe, store, food, point_of_interest, establishment",3,120442,A,Yes,Yes,No
1180,Bistro8@Clementi,442 Clementi Avenue 3,1.3136699,103.7641849,"cafe, store, food, point_of_interest, establishment",1,120442,C,Yes,Yes,Yes
1181,Jin Mun Ti Fruits Trading,449 Clementi Avenue 3,1.3130761,103.7646413,"cafe, store, food, point_of_interest, establishment",4,120448,B,Yes,No,No
1182,24 Drink Stall,"448 Clementi Avenue 3, #01-07",1.3133068,103.76449,"cafe, store, food, point_of_interest, establishment",4,120448,B,No,No,Yes
1183,Meng Long Pao Fan Fish Soup,"446 Clementi Avenue 3, Singapore",1.3126088,103.7649879,"cafe, store, food, point_of_interest, establishment",2,120446,A,Yes,Yes,Yes
1184,吉祥斋米粉面 Ji Xiang Vegetarian Food,"448 Clementi Avenue 3, Singapore",1.313404,103.7646149,"cafe, store, food, point_of_interest, establishment",1,120448,A,Yes,No,Yes
1185,Rasa Sayang Chicken Rice,"449 Clementi Avenue 3, Singapore",1.3128556,103.7652023,"cafe, store, food, point_of_interest, establishment",2,120451,B,No,No,No
1186,1A Heritage,"449 Clementi Avenue 3, Singapore",1.3127634,103.7652841,"cafe, store, food, point_of_interest, establishment",3,120451,A,Yes,Yes,Yes
1187,Al-madina famous prata corner,"449 Clementi Avenue 3, Singapore",1.3134143,103.7648974,"cafe, store, food, point_of_interest, establishment",2,120449,A,No,No,No
1188,High Inn Eating House,442 Clementi Avenue 3,1.314037,103.7643992,"cafe, store, food, point_of_interest, establishment",2,120442,C,Yes,No,Yes
1189,Clementi 449 food hub,449 Clementi Avenue 3,1.3128009,103.7652975,"cafe, store, food, point_of_interest, establishment",1,120451,B,No,Yes,Yes
1190,Bober Tea @ Clementi,"Blk 442 Clementi Avenue 3, #01-89",1.3144179,103.7645887,"cafe, food, point_of_interest, establishment",2,120443,B,Yes,No,Yes
1191,老板娘家常饭 Lady Boss Mixed Vegetable Rice,"450 Clementi Avenue 3, Singapore",1.313173,103.7656304,"cafe, store, food, point_of_interest, establishment",1,129581,A,No,Yes,No
1192,VariNice Eating House - Clementi Avenue,"450 Clementi Avenue 3, Singapore",1.3131335,103.7656794,"cafe, store, food, point_of_interest, establishment",3,129581,A,Yes,No,Yes
1193,ABC express,450 Clementi Avenue 3,1.3135577,103.7654405,"cafe, store, food, point_of_interest, establishment",1,120450,A,No,No,No
